Position,Name-Team,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Quinton Forrest / Jacksonville,13,0,4.9,0.7,1.3,0.529,0.6,1,0.615,0.1,0.3,0.25,0.3,0.3,1,0.3,0.8,1.1,0.2,0.2,0,0.4,0.6,1.8
0,Thomas Owen / Jacksonville,4,0,2,0.5,1.8,0.286,0,0.5,0,0.5,1.3,0.4,0,0,0,0,0,0,0,0,0,0.3,0.5,1.5
1,Abayomi Iyiola / Stetson,31,31,22.9,4.4,9,0.484,4.3,8.7,0.494,0,0.3,0.125,2,2.8,0.733,2.7,4.8,7.6,0.5,1,1.2,1.3,2.8,10.8
0,Christiaan Jones / Stetson,31,13,22.8,3.9,9.2,0.423,2.6,4.9,0.526,1.3,4.3,0.303,1.4,2.2,0.632,1.4,2.5,3.9,0.9,0.7,0.2,1.4,0.8,10.4
0,Marques Sumner / Stetson,31,16,23.1,2.9,8.3,0.348,1.2,3.7,0.325,1.7,4.6,0.366,0.9,1.2,0.806,0.7,2.2,2.9,2.1,0.6,0.1,1.5,1.7,8.4
0,Leo Goodman / Stetson,31,28,21.4,2.7,7.3,0.372,1.5,3.5,0.421,1.3,3.8,0.328,0.8,1.4,0.595,1,2,2.9,0.9,0.3,0.1,0.8,1.4,7.5
0,Kenny Aninye / Stetson,31,26,25.9,2.7,6.5,0.425,2.2,4.4,0.493,0.6,2.1,0.281,1.2,2,0.613,0.6,2.1,2.7,3.6,1.1,0,1.6,1.7,7.3
0,Keith Matthews / Stetson,28,11,18.4,2.5,6.1,0.404,2,4.5,0.441,0.5,1.6,0.295,0.6,0.8,0.727,0.9,2.1,3,1.3,0.9,0.2,1.1,1.6,6
1,Ricardo Lynch / Stetson,30,1,12.2,1.7,4.9,0.34,1.1,2.4,0.444,0.6,2.5,0.24,1.4,1.8,0.759,0.6,1.4,2,0.4,0.4,0.2,0.8,1.2,5.3
0,Jahlil Rawley / Stetson,30,18,20,1.6,4,0.405,1.6,3.8,0.417,0,0.2,0.167,0.6,0.9,0.679,0.3,2.2,2.5,2.8,1.2,0.2,1.7,1.4,3.9
0,Raine McKeython / Stetson,25,9,12.8,1.1,2.9,0.384,0.8,1.9,0.404,0.4,1,0.346,1.4,1.7,0.81,0.6,0.8,1.4,0.6,0.4,0.1,0.8,1.5,4
0,Jalen Crutchfield / Stetson,24,0,9.8,1.2,2.8,0.418,0.4,0.7,0.625,0.8,2.1,0.353,0.2,0.3,0.714,0.1,0.8,0.9,0.3,0,0,0.3,0.7,3.3
1,Clay Verk / Stetson,28,0,8.4,0.8,2.4,0.338,0.6,1.9,0.321,0.2,0.5,0.4,0.4,0.7,0.526,0.4,1,1.4,0.4,0.2,0.1,0.5,1,2.2
1,Ricky Gouety / Stetson,29,2,6.1,0.7,1.3,0.487,0.7,1.3,0.487,0,0,0,0.3,0.6,0.625,0.6,0.8,1.3,0.1,0.2,0.2,0.6,1.3,1.7
1,Adam Webb / Stetson,24,0,6.6,0.5,1,0.542,0.5,1,0.542,0,0,0,0.6,0.9,0.714,0.8,0.8,1.6,0.1,0.1,0.8,0.8,1.1,1.7
0,Alex Ionesco / Stetson,5,0,2.2,0.2,1,0.2,0.2,0.8,0.25,0,0.2,0,0,0,0,0.2,0.2,0.4,0.4,0,0,0.2,0.2,0.4
0,Rex Walters Jr / Stetson,4,0,2,0.3,0.5,0.5,0.3,0.3,1,0,0.3,0,0,0,0,0.3,0,0.3,0.3,0,0,0.3,0.3,0.5
0,Tyler Hooker / Kennesaw State,31,31,36.2,6.5,16.4,0.393,5.3,12.4,0.43,1.1,4,0.28,4.9,5.9,0.832,0.8,4,4.7,3,1.5,0.2,2.8,2.2,19
0,Danny Lewis / Kennesaw State,23,15,24.1,4.1,11.4,0.359,2.6,7.1,0.362,1.5,4.3,0.354,1.3,2,0.644,0.2,1.3,1.6,1.7,0.7,0,2.2,2.5,11
0,Bobby Parker / Kennesaw State,27,14,23.1,3.3,8.5,0.391,1.9,4.4,0.433,1.4,4.1,0.345,0.7,1.1,0.69,0.5,2.6,3.1,1.3,0.6,0.1,1.2,0.9,8.8
1,Bryson Lockley / Kennesaw State,32,31,30.9,2.3,6.8,0.344,2.3,6.7,0.35,0,0.1,0,2.4,3.7,0.667,2.7,4.4,7,1.7,0.7,0.7,2,2.3,7.1
1,Kosta Jankovic / Kennesaw State,29,17,23.6,2.8,7.6,0.368,2,5.4,0.372,0.8,2.2,0.359,1.1,1.5,0.727,0.9,3.1,4,1.5,0.3,0.1,2,1.5,7.5
1,Ugo Obineke / Kennesaw State,28,10,16.1,2.6,6.3,0.411,2.5,5.5,0.448,0.1,0.8,0.143,0.6,1.1,0.581,1,1,2,0.5,0.3,0.2,1,1.5,5.9
0,Kyle Clarke / Kennesaw State,30,10,22.4,2,5.7,0.357,2,5.5,0.367,0,0.2,0,0.9,1.3,0.7,0.6,2.6,3.2,1.6,0.9,0.2,1.8,2.1,5
1,Isaac Mbuyamba / Kennesaw State,32,32,23.7,1,2.2,0.451,1,2.2,0.451,0,0,0,1,2,0.524,2.3,2.8,5.2,0.7,0.8,1,0.8,2.3,3
1,Antonio Spencer / Kennesaw State,32,0,13.7,0.9,1.7,0.547,0.9,1.6,0.558,0,0,0,0.2,0.6,0.316,1.2,2.4,3.6,0.2,0.3,0.8,0.3,2,2
1,Pietro Agostini / Kennesaw State,13,0,3.9,0.3,1,0.308,0.2,0.7,0.333,0.1,0.3,0.25,0.3,0.5,0.667,0.2,0.5,0.6,0,0.3,0,0.1,0.7,1
0,Adili Kuerban / Kennesaw State,8,0,1.3,0.1,0.3,0.5,0,0.1,0,0.1,0.1,1,0.8,0.8,1,0,0.1,0.1,0.1,0.1,0,0.5,0,1.1
0,C.J. Washington / Kennesaw State,7,0,9.4,0.3,2.4,0.118,0.3,1.9,0.154,0,0.6,0,0.4,0.9,0.5,0.1,0.9,1,1.3,0.3,0,1.7,1.1,1
0,Markus Smith / Kennesaw State,3,0,2.7,0.3,1.3,0.25,0.3,1.3,0.25,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0.3,0,0.7
0,Jarrett Culver / Texas Tech,38,38,32.5,6.7,14.5,0.461,5.4,10.3,0.526,1.3,4.2,0.304,3.9,5.5,0.707,1.4,5,6.4,3.7,1.5,0.6,2.7,1.9,18.5
0,Davide Moretti / Texas Tech,38,38,31.6,3.5,7.1,0.498,1.6,2.9,0.555,1.9,4.2,0.459,2.6,2.8,0.924,0.1,2,2.1,2.4,1.1,0,1.3,2.2,11.5
0,Matt Mooney / Texas Tech,38,38,31,4.1,9.6,0.426,2.8,6.3,0.448,1.3,3.3,0.386,1.8,2.3,0.782,0.2,2.9,3.1,3.3,1.8,0.1,2.5,1.9,11.3
1,Tariq Owens / Texas Tech,38,37,25.4,3.4,5.6,0.611,3.2,4.7,0.676,0.2,0.8,0.25,1.7,2.2,0.78,2.1,3.6,5.8,0.7,0.5,2.4,1,2.9,8.7
0,Brandone Francis / Texas Tech,38,1,24.1,2.3,6.3,0.372,1.2,2.8,0.421,1.2,3.5,0.333,0.6,0.9,0.667,0.3,2.1,2.4,1.4,0.8,0.2,0.9,2.1,6.5
0,Kyler Edwards / Texas Tech,38,0,17.8,1.9,4.5,0.413,1.1,2.7,0.388,0.8,1.8,0.449,0.9,1.4,0.66,0.3,2,2.2,1.1,0.6,0.2,0.9,1.5,5.5
1,Deshawn Corprew / Texas Tech,37,1,13.5,2,3.6,0.56,1.5,2.3,0.655,0.5,1.4,0.4,0.4,0.6,0.667,1,2.4,3.3,0.4,0.4,0.3,0.8,1.5,5
1,Norense Odiase / Texas Tech,37,37,17.4,1.5,2.6,0.589,1.5,2.6,0.589,0,0,0,1.1,1.8,0.636,1.7,3.6,5.4,0.3,0.4,0.9,0.8,2.4,4.2
1,Malik Ondigo / Texas Tech,18,0,5.9,0.5,1.3,0.391,0.5,1,0.5,0,0.3,0,0.3,0.5,0.556,0.7,0.6,1.2,0.1,0,0.2,0.5,0.8,1.3
0,Parker Hicks / Texas Tech,16,0,3.1,0.3,0.9,0.333,0.2,0.3,0.6,0.1,0.6,0.2,0.3,0.3,0.8,0.2,0.6,0.8,0,0.1,0.1,0.2,0.1,1
1,Josh Mballa / Texas Tech,17,0,3.4,0.2,0.5,0.444,0.2,0.5,0.5,0,0.1,0,0.3,0.8,0.357,0.1,0.2,0.3,0.1,0.1,0.1,0.2,0.4,0.8
0,Avery Benson / Texas Tech,20,0,3.5,0.3,0.7,0.385,0.3,0.5,0.556,0,0.2,0,0.1,0.3,0.2,0.2,0.4,0.6,0.3,0.3,0.2,0.3,0.5,0.6
0,Andrew Sorrells / Texas Tech,17,0,3.4,0.2,0.8,0.231,0.1,0.2,0.5,0.1,0.5,0.111,0.1,0.2,0.667,0.1,0.1,0.2,0.1,0.1,0,0.1,0.4,0.5
1,Khavon Moore / Texas Tech,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Barry Brown / Kansas State,34,34,35,5.4,12.5,0.433,4.2,8.4,0.5,1.2,4.1,0.298,2.6,3.6,0.71,0.4,3.7,4.1,2.8,1.9,0.1,1.9,2.1,14.6
0,Kamau Stokes / Kansas State,33,32,32.3,3.6,9.4,0.379,1.5,3.8,0.408,2,5.6,0.36,1.8,2.5,0.741,0.4,2.5,2.8,3.3,1.3,0.2,1.8,1.7,11
1,Xavier Sneed / Kansas State,33,33,30.7,3.6,9,0.396,1.9,4.3,0.451,1.6,4.7,0.346,1.8,2.7,0.67,1.4,4.2,5.5,1.9,1.4,0.3,1.2,2.3,10.6
1,Dean Wade / Kansas State,25,25,30.4,4.9,9.9,0.492,4,7.7,0.513,0.9,2.2,0.418,2.2,2.8,0.789,2.1,4.1,6.2,2.8,0.8,0.5,1.4,2.1,12.9
1,Makol Mawien / Kansas State,34,34,22.2,2.9,5.6,0.526,2.9,5.4,0.538,0.1,0.2,0.25,1,1.5,0.686,1.8,3,4.9,0.3,0.5,0.7,1.7,2.4,7
0,Cartier Diarra / Kansas State,26,9,25.5,2.1,5.2,0.404,1.1,2.4,0.452,1,2.8,0.365,1.5,2.2,0.702,0.7,2.5,3.3,1.7,0.9,0.3,1.7,2,6.8
0,Mike McGuirl / Kansas State,34,2,16.8,1.3,3.5,0.367,0.8,1.6,0.473,0.5,1.9,0.277,0.5,0.8,0.63,0.5,1,1.5,1.2,0.7,0.1,0.7,1.6,3.6
1,Levi Stockard III / Kansas State,32,0,7.8,0.8,1.4,0.556,0.8,1.4,0.556,0,0,0,0.2,0.5,0.412,0.6,0.9,1.5,0.1,0.2,0.1,0.6,1.2,1.8
1,Austin Trice / Kansas State,28,1,7.7,0.7,1.1,0.594,0.7,1.1,0.594,0,0,0,0.5,1.5,0.333,0.9,1.6,2.5,0.1,0.1,0.2,0.3,0.8,1.9
0,Shaun Neal-Williams / Kansas State,30,0,7.1,0.5,1.9,0.241,0.2,0.9,0.259,0.2,1,0.226,0.2,0.4,0.583,0.3,0.8,1.1,0.6,0.3,0.1,0.5,0.7,1.4
1,Pierson McAtee / Kansas State,15,0,2,0.2,0.3,0.6,0.1,0.1,1,0.1,0.2,0.333,0,0.1,0,0.1,0.5,0.5,0,0,0.1,0.1,0.1,0.5
1,James Love / Kansas State,19,0,2.6,0.2,0.3,0.6,0.2,0.3,0.6,0,0,0,0,0,0,0.1,0.3,0.4,0,0,0,0.1,0.7,0.3
1,Nigel Shadd / Kansas State,13,0,1.4,0.1,0.2,0.333,0.1,0.2,0.333,0,0,0,0,0.2,0,0.1,0.3,0.4,0.1,0,0,0,0.1,0.2
1,Patrick Muldoon / Kansas State,8,0,1.1,0,0.3,0,0,0,0,0,0.3,0,0,0,0,0.1,0.4,0.5,0,0,0,0.3,0.3,0
1,Dedric Lawson / Kansas,36,36,32.6,6.9,14.1,0.49,5.9,11.6,0.511,1,2.5,0.393,4.6,5.7,0.815,3.1,7.2,10.3,1.7,1.3,1.1,2.3,2.6,19.4
0,Devon Dotson / Kansas,36,36,32.4,4.1,8.5,0.482,3.2,5.9,0.533,0.9,2.5,0.363,3.2,4.1,0.782,0.6,3.1,3.7,3.5,1.4,0.1,2.3,2.5,12.3
0,Lagerald Vick / Kansas,23,20,33,5.1,10.8,0.476,2.3,4.5,0.505,2.9,6.3,0.455,1,1.3,0.767,0.5,3.5,4,1.9,1.2,0.2,2.5,1.3,14.1
0,Quentin Grimes / Kansas,36,36,27.4,2.9,7.7,0.384,1.4,3.3,0.444,1.5,4.4,0.34,1,1.6,0.603,0.5,2,2.5,2,0.6,0.2,1.9,2.4,8.4
0,Marcus Garrett / Kansas,30,13,27.9,2.7,6.4,0.422,2.3,4.8,0.483,0.4,1.6,0.245,1.5,2.5,0.587,1,3.2,4.2,1.9,1.4,0.3,1.3,1.9,7.3
0,Ochai Agbaji / Kansas,22,16,25.9,3.2,7.1,0.449,2.1,3.7,0.58,1,3.4,0.307,1.1,1.6,0.694,1,3.6,4.6,0.9,0.5,0.5,1.4,2,8.5
1,David McCormack / Kansas,34,13,10.7,1.6,2.6,0.625,1.6,2.6,0.625,0,0,0,0.6,1,0.6,1.2,1.8,3.1,0.4,0.2,0.4,0.8,1.1,3.9
1,Udoka Azubuike / Kansas,9,9,20.4,6.1,8.7,0.705,6.1,8.7,0.705,0,0,0,1.2,3.6,0.344,2.2,4.6,6.8,0.6,0.4,1.6,2,2.9,13.4
1,K.J. Lawson / Kansas,35,0,9.9,1.1,2.5,0.453,0.7,1.2,0.619,0.4,1.3,0.295,0.5,0.7,0.75,0.6,1.4,2,0.5,0.2,0,0.6,1.3,3.1
0,Charlie Moore / Kansas,35,1,13.1,1,3.6,0.286,0.5,1.5,0.314,0.6,2.1,0.267,0.3,0.4,0.714,0.2,0.8,1,1.3,0.6,0.1,0.9,1.1,2.9
1,Mitch Lightfoot / Kansas,34,0,11.7,0.9,1.7,0.544,0.9,1.4,0.617,0.1,0.3,0.2,0.5,1,0.514,1,1.9,2.9,0.4,0.2,1,0.5,1.7,2.4
0,Chris Teahan / Kansas,11,0,1.7,0.2,0.5,0.4,0,0,0,0.2,0.5,0.4,0,0,0,0,0.1,0.1,0.1,0,0,0.2,0.2,0.5
0,Garrett Luinstra / Kansas,10,0,1.1,0,0.3,0,0,0.2,0,0,0.1,0,0,0,0,0.1,0,0.1,0.3,0,0,0.1,0.3,0
0,Makai Mason / Baylor,28,28,32.1,4.8,12,0.398,2.6,6.1,0.43,2.1,5.9,0.364,3.2,3.9,0.818,0.4,2.1,2.5,3.4,0.5,0,2.5,1.9,14.9
0,Jared Butler / Baylor,34,21,26.8,3.4,8.7,0.395,1.7,3.7,0.456,1.8,5,0.351,1.6,2,0.794,0.6,2.5,3.1,2.7,1,0.1,2,2.3,10.2
0,Mario Kegler / Baylor,28,28,28.3,3.8,8.7,0.43,2.8,5.5,0.503,1,3.2,0.303,2,3.1,0.651,1.5,4.3,5.8,1.3,0.4,0.6,1.6,2.8,10.5
0,Devonte Bandoo / Baylor,34,7,21.1,2.9,6.4,0.45,1.4,2.6,0.528,1.5,3.8,0.395,1.1,1.3,0.907,0.5,1.7,2.2,1.4,0.6,0.1,1.2,1.1,8.4
0,King McClure / Baylor,29,26,27.9,3.3,8.1,0.403,1.7,3.7,0.458,1.6,4.4,0.357,0.8,1.2,0.686,1.2,4,5.3,2.1,1.1,0.3,1.9,2.3,9
1,Mark Vital / Baylor,34,34,27.7,2.6,5.6,0.464,2.5,5,0.5,0.1,0.6,0.182,1.9,3.6,0.529,3.6,3.6,7.2,2,1,0.9,1.8,2.9,7.2
1,Tristan Clark / Baylor,14,14,29.8,6,8.1,0.737,5.9,7.9,0.755,0.1,0.3,0.25,2.6,3.9,0.667,2.2,4.1,6.3,1.6,1.1,2.4,1.6,2.9,14.6
0,Matthew Mayer / Baylor,33,0,11.8,1.5,4.7,0.331,0.9,2.7,0.348,0.6,2,0.308,0.9,1.4,0.66,0.7,1.3,2,0.8,0.5,0.2,0.8,1,4.6
1,Freddie Gillespie / Baylor,26,11,18.3,2.3,3.5,0.652,2.3,3.5,0.652,0,0,0,0.7,1.2,0.531,2.1,2.3,4.4,0.3,0.7,1.1,1,2.7,5.3
1,Flo Thamba / Baylor,33,0,10,0.6,1.2,0.538,0.6,1.2,0.538,0,0,0,0.5,0.9,0.533,0.9,1.2,2.2,0.3,0.2,0.6,0.7,1.7,1.8
0,Darius Allen / Baylor,14,1,8.1,0.8,2.4,0.333,0.6,0.9,0.615,0.2,1.4,0.15,0.2,0.6,0.333,0.3,0.6,0.9,0.4,0.6,0.4,0.4,0.9,2
0,Obim Okeke / Baylor,9,0,3.6,0.4,1.2,0.364,0.2,0.2,1,0.2,1,0.222,0,0,0,0.1,0.2,0.3,0,0.2,0,0.2,0.8,1.1
0,Marial Shayok / Iowa State,34,34,32.9,6.7,13.6,0.496,4.6,8.2,0.568,2.1,5.4,0.386,3.2,3.6,0.878,1.4,3.5,4.9,2,0.9,0.2,2.7,2.1,18.7
0,Talen Horton-Tucker / Iowa State,35,34,27.2,4.4,10.9,0.406,3,6.4,0.475,1.4,4.5,0.308,1.6,2.5,0.625,0.7,4.2,4.9,2.3,1.3,0.7,1.7,2.3,11.8
1,Michael Jacobson / Iowa State,35,35,25.1,4.5,7.7,0.576,4,6.4,0.625,0.5,1.3,0.34,1.8,2.7,0.667,2.2,3.8,5.9,0.8,0.9,0.5,1.1,1.9,11.1
0,Lindell Wigginton / Iowa State,25,2,26,3.9,9.4,0.415,2.1,4.7,0.441,1.8,4.7,0.39,3.8,5.3,0.72,0.7,3.3,4,2.1,0.8,0.4,2,2,13.5
0,Nick Weiler-Babb / Iowa State,35,35,34.4,3,7.5,0.402,1.8,4.2,0.438,1.2,3.4,0.356,1.8,2.3,0.768,0.8,4.2,5,4,1.3,0.3,1.6,1.6,9.1
0,Tyrese Haliburton / Iowa State,35,34,33.2,2.5,4.8,0.515,1.1,1.5,0.685,1.4,3.2,0.434,0.5,0.7,0.692,0.7,2.7,3.4,3.6,1.5,0.9,0.8,1.3,6.8
1,Cameron Lard / Iowa State,24,0,12.5,2.5,3.5,0.694,2.5,3.5,0.694,0,0,0,0.7,1,0.667,1,1.8,2.8,0.5,0.1,1.2,0.7,3.2,5.6
0,Terrence Lewis / Iowa State,21,0,9.6,1.5,3.5,0.425,0.9,1.6,0.559,0.6,1.9,0.308,0.8,1,0.85,0.5,0.5,1,0.1,0.1,0.1,0.6,0.8,4.3
1,George Conditt IV / Iowa State,26,0,8,0.7,1.2,0.633,0.7,1.2,0.633,0,0,0,0.5,0.7,0.722,0.7,1,1.7,0.1,0.3,1,0.5,1.2,2
1,Zoran Talley / Iowa State,21,1,7.5,0.9,1.5,0.613,0.9,1.4,0.655,0,0.1,0,0,0,0,0.2,0.9,1,0.4,0.1,0.2,0.3,0.6,1.8
1,Zion Griffin / Iowa State,17,0,6.6,0.6,1.9,0.344,0.3,0.4,0.714,0.4,1.5,0.24,0.2,0.4,0.429,0.3,1.3,1.6,0.1,0.1,0.1,0.1,0.4,1.8
1,Solomon Young / Iowa State,4,0,6.8,0.8,1.5,0.5,0.5,1.3,0.4,0.3,0.3,1,0,0,0,0.3,1.3,1.5,0,0.3,0,0,0.8,1.8
0,Nate Schuster / Iowa State,3,0,1.7,0.3,1,0.333,0,0.7,0,0.3,0.3,1,0,0.7,0,0.3,1.3,1.7,0,0,0,0.7,0,1
0,Eric Steyer / Iowa State,11,0,1.7,0.1,0.3,0.333,0,0,0,0.1,0.3,0.333,0,0,0,0.1,0.1,0.2,0.5,0.1,0,0,0.1,0.3
0,Carter Boothe / Iowa State,3,0,2.3,0,0.7,0,0,0.3,0,0,0.3,0,0,0,0,0,0.3,0.3,0.3,0,0,0.3,0.7,0
0,Kerwin Roach Jr. / Texas,31,24,29.2,5,11.5,0.439,3.3,6.5,0.502,1.7,4.9,0.355,2.8,4,0.688,0.6,3.6,4.3,3.2,1.2,0.3,2.3,2.3,14.6
1,Dylan Osetkowski / Texas,36,36,28.8,3.8,8.7,0.439,2.9,5.6,0.507,0.9,3,0.312,2.6,3.4,0.75,2.4,4.8,7.2,1.2,1.4,0.4,1.2,1.8,11.1
0,Matt Coleman / Texas,37,37,30.7,3.4,8.6,0.388,2.2,5.1,0.431,1.2,3.6,0.326,2,2.5,0.785,0.5,1.7,2.1,3.4,0.8,0.1,1.7,2.6,9.8
0,Jase Febres / Texas,37,21,27.1,3.1,7.8,0.393,0.7,1.4,0.49,2.4,6.5,0.372,0.3,0.5,0.611,0.5,2.4,3,0.4,0.5,0.2,0.7,1.6,8.9
1,Jaxson Hayes / Texas,32,21,23.3,3.8,5.3,0.728,3.8,5.3,0.728,0,0,0,2.3,3.1,0.74,1.8,3.3,5,0.3,0.6,2.2,0.9,3.3,10
0,Courtney Ramey / Texas,37,20,25.5,2.9,7.4,0.385,1.4,3.5,0.385,1.5,3.9,0.386,0.8,1.4,0.588,0.8,2.5,3.3,3.1,0.9,0.2,1.9,1.9,8.1
0,Elijah Mitrou-Long / Texas,36,9,17.9,2,5.8,0.338,1.1,3,0.355,0.9,2.9,0.32,0.8,1.2,0.614,0.1,2.1,2.2,1.6,0.8,0.1,0.8,0.9,5.6
1,Jericho Sims / Texas,35,16,14.9,1.7,2.9,0.569,1.7,2.9,0.569,0,0,0,0.9,1.4,0.6,1.3,2.3,3.6,0.2,0.2,0.5,1,1.8,4.2
1,Kamaka Hepa / Texas,27,1,10.3,0.6,2,0.291,0.1,0.5,0.231,0.5,1.6,0.31,0.2,0.3,0.857,0.4,1.2,1.6,0.3,0,0.3,0.3,0.6,1.9
1,Royce Hamm Jr. / Texas,21,0,7.4,0.7,1.6,0.455,0.7,1.6,0.455,0,0,0,0.5,0.8,0.588,1.1,1.3,2.4,0.1,0.1,0.4,0.6,1.3,1.9
1,Gerald Liddell / Texas,12,0,7,0.6,1.5,0.389,0.4,0.9,0.455,0.2,0.6,0.286,0,0,0,0.8,0.6,1.3,0.2,0,0.3,0.4,1.5,1.3
0,Blake Nevins / Texas,6,0,1,0.2,0.3,0.5,0.2,0.3,0.5,0,0,0,0.3,0.7,0.5,0.3,0,0.3,0,0,0,0,0,0.7
0,Andrew Jones / Texas,2,0,5.5,0,2,0,0,0,0,0,2,0,1.5,2,0.75,0,1,1,0.5,0.5,0,0.5,0.5,1.5
0,Drayton Whiteside / Texas,6,0,1,0.2,0.2,1,0,0,0,0.2,0.2,1,0,0,0,0,0,0,0,0,0,0.2,0,0.5
0,Desmond Bane / Texas Christian,37,37,35.5,5.8,11.6,0.502,4,7.2,0.549,1.8,4.3,0.425,1.8,2,0.867,1.3,4.4,5.7,2.4,1.1,0.5,1.3,2.3,15.2
0,Alex Robinson / Texas Christian,37,37,34.9,4.6,10.6,0.429,3.5,7.4,0.482,1,3.3,0.311,2.4,3.6,0.652,0.4,3.5,3.9,6.9,1.4,0.3,3.5,2.3,12.5
1,Kouat Noi / Texas Christian,31,19,30.2,4.9,11.5,0.43,2.5,4.8,0.534,2.4,6.7,0.356,1.7,2.1,0.788,1.8,3.2,4.9,1.2,1.2,0.3,1.5,2,13.9
1,JD Miller / Texas Christian,37,37,30.7,3.6,7.8,0.466,3,5.3,0.561,0.7,2.5,0.266,2.8,4.2,0.669,2.3,4.3,6.6,1.7,0.7,0.5,1.3,1.6,10.8
1,Kevin Samuel / Texas Christian,37,37,24.5,3.3,4.9,0.665,3.3,4.9,0.669,0,0,0,0.9,2,0.438,2.8,4.2,7,0.6,0.6,2.1,1.4,2.8,7.4
0,Kendric Davis / Texas Christian,37,2,17.1,2.1,5.2,0.409,1.7,3.9,0.438,0.4,1.3,0.319,1.6,2.3,0.706,0.3,1.4,1.7,2,0.9,0,1.6,1.6,6.3
0,RJ Nembhard / Texas Christian,36,8,17.2,1.4,4.1,0.351,0.8,2,0.408,0.6,2.1,0.299,0.9,1.4,0.615,0.1,2,2.1,0.9,0.5,0.4,1.3,1.2,4.4
0,Jaylen Fisher / Texas Christian,9,8,24.1,3.9,9.4,0.412,0.6,1.9,0.294,3.3,7.6,0.441,1,1.1,0.9,0.4,2,2.4,2.7,1,0.2,0.7,2.6,12.1
1,Lat Mayen / Texas Christian,17,0,7.9,0.6,1.5,0.423,0.2,0.4,0.667,0.4,1.2,0.35,0.4,0.5,0.778,0.3,0.9,1.2,0.2,0.2,0.2,0.6,0.8,2.1
1,Yuat Alok / Texas Christian,10,0,13.1,1.3,3,0.433,1.3,3,0.433,0,0,0,0.7,0.9,0.778,0.4,2.1,2.5,0.2,0,0.3,1.4,2.9,3.3
0,Kaden Archie / Texas Christian,10,0,10.1,0.6,2.5,0.24,0.5,1.4,0.357,0.1,1.1,0.091,0.8,1.3,0.615,0.3,1.2,1.5,0,1,0.2,0.5,1.2,2.1
0,Owen Aschieris / Texas Christian,10,0,1.9,0,0.4,0,0,0,0,0,0.4,0,0.4,0.4,1,0,0.3,0.3,0,0,0,0.4,0,0.4
1,Russell Barlow / Texas Christian,8,0,6.5,0.1,0.8,0.167,0.1,0.6,0.2,0,0.1,0,0,0,0,0.3,0.8,1,0,0,0,0.3,1.3,0.3
1,Angus McWilliam / Texas Christian,2,0,3,0,0.5,0,0,0.5,0,0,0,0,0,0,0,1.5,0,1.5,0,0,0,0.5,0,0
0,Christian James / Oklahoma,34,34,33.1,5.1,12.3,0.411,3,6.4,0.47,2,5.9,0.347,2.4,3.1,0.766,1.1,5.1,6.2,1.9,1.2,0.2,1.9,1.9,14.6
1,Brady Manek / Oklahoma,34,34,27.8,4.5,9.5,0.469,2.8,4.9,0.576,1.7,4.7,0.358,1.6,2.1,0.764,1.4,4.4,5.9,0.8,0.7,0.7,1.4,1.3,12.2
1,Kristian Doolittle / Oklahoma,34,32,29.1,4.3,8.6,0.502,4.3,8.4,0.509,0,0.1,0,2.7,3.5,0.775,1.4,5.7,7.1,1.6,0.9,0.5,1.4,2.1,11.3
0,Rashard Odomes / Oklahoma,34,15,17.4,2.8,5.4,0.527,2.6,4.9,0.542,0.2,0.5,0.375,1.1,1.9,0.569,1.2,1.2,2.5,1.1,0.5,0.1,0.9,1.5,6.9
0,Miles Reynolds / Oklahoma,34,7,20.2,2,4.8,0.411,1.7,3.6,0.476,0.2,1.1,0.205,2.6,3.6,0.702,0.4,2,2.4,1.1,0.6,0,1.2,1.9,6.7
0,Aaron Calixte / Oklahoma,34,19,21.1,2.3,5.9,0.395,1.3,2.9,0.455,1,3,0.337,0.9,1.2,0.762,0.2,1.6,1.8,2.1,0.4,0,1.8,1.4,6.6
0,Jamal Bieniemy / Oklahoma,34,17,25.3,1.9,4.7,0.391,1.1,2.8,0.383,0.8,2,0.403,0.4,0.6,0.636,0.3,2.1,2.4,3.5,1.4,0.2,1.4,1.8,4.9
1,Jamuni McNeace / Oklahoma,30,11,15.2,2,4,0.5,2,4,0.5,0,0,0,0.7,1.7,0.42,0.9,2.6,3.5,0.4,0.2,0.8,0.8,2.2,4.7
1,Matt Freeman / Oklahoma,32,1,11.1,1.1,3,0.375,0.3,0.8,0.407,0.8,2.2,0.362,0.2,0.2,0.714,0.2,1.3,1.5,0.3,0.3,0.3,0.5,1.1,3.2
1,Hannes Polla / Oklahoma,16,0,3.4,0.4,0.6,0.6,0.4,0.6,0.6,0,0,0,0.3,0.4,0.833,0.4,0.3,0.7,0,0,0.4,0.4,0.8,1.1
1,Patrick Geha / Oklahoma,6,0,1.3,0.5,0.5,1,0.5,0.5,1,0,0,0,0,0.3,0,0,0,0,0,0,0,0.2,0,1
1,Kur Kuath / Oklahoma,6,0,5.5,0.5,1.2,0.429,0.5,1.2,0.429,0,0,0,0,0.2,0,0.3,0.5,0.8,0.2,0,0.5,0.3,0.5,1
