Name,Team,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Hunter Tyson,clemson,31,0,8.3,0.5,2.0,.254,0.2,0.5,.313,0.4,1.5,.234,0.2,0.3,.667,0.2,0.8,1.0,0.4,0.1,0.3,0.2,0.6,1.6
Parker Fox,clemson,5,0,1.0,0.2,0.4,.500,0.0,0.0,,0.2,0.4,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6
Lyles Davis,clemson,8,0,0.9,0.1,0.6,.200,0.0,0.3,.000,0.1,0.4,.333,0.0,0.0,,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.4
Trey Jemison,clemson,20,0,3.6,0.1,0.3,.333,0.1,0.3,.333,0.0,0.0,,0.2,0.3,.600,0.3,0.6,0.8,0.1,0.1,0.3,0.2,0.9,0.4
Jose Alvarado,georgia-tech,31,30,34.2,4.3,10.9,.392,2.8,5.9,.481,1.4,5.0,.286,2.5,3.4,.743,0.7,3.2,3.9,3.4,1.8,0.1,2.1,2.5,12.5
James Banks,georgia-tech,31,26,30.0,4.1,7.3,.564,4.1,7.3,.564,0.0,0.0,,2.3,3.3,.680,2.6,5.1,7.7,1.4,0.5,2.5,2.3,2.9,10.5
Michael Devoe,georgia-tech,32,23,32.2,3.2,7.9,.401,1.8,4.5,.407,1.3,3.3,.393,2.1,2.9,.710,0.4,2.9,3.3,2.5,1.4,0.5,2.3,1.8,9.7
Brandon Alston,georgia-tech,26,5,17.7,2.3,5.0,.462,1.5,2.9,.513,0.8,2.1,.389,1.6,1.9,.837,0.2,1.5,1.7,1.0,0.3,0.1,1.4,1.6,7.0
Moses Wright,georgia-tech,30,21,18.5,2.9,6.2,.470,2.7,5.4,.509,0.2,0.8,.208,0.7,1.5,.489,0.8,3.0,3.7,0.8,0.4,0.6,1.1,1.2,6.7
Abdoulaye Gueye,georgia-tech,30,13,17.8,2.8,5.4,.519,2.7,5.1,.536,0.1,0.3,.222,0.9,1.6,.596,1.2,2.5,3.7,0.8,0.6,0.9,1.3,2.2,6.6
Curtis Haywood II,georgia-tech,29,19,21.7,1.9,5.4,.357,0.8,1.4,.585,1.1,4.0,.276,0.7,0.9,.760,0.2,2.4,2.7,2.0,1.2,0.1,1.4,1.4,5.6
Khalid Moore,georgia-tech,31,10,16.4,1.3,2.7,.482,1.1,2.0,.541,0.2,0.7,.318,1.4,2.1,.656,0.2,1.3,1.5,1.2,0.4,0.1,0.7,1.7,4.2
Evan Cole,georgia-tech,18,3,12.3,1.4,3.3,.433,1.2,2.2,.550,0.2,1.1,.200,1.0,1.4,.692,0.6,1.9,2.4,0.6,0.5,0.4,1.2,1.6,4.1
Kristian Sjolund,georgia-tech,21,4,9.5,1.0,2.7,.357,0.2,0.5,.455,0.7,2.1,.333,0.4,0.5,.800,0.1,1.0,1.0,0.2,0.2,0.1,0.7,1.2,3.0
Shembari Phillips,georgia-tech,20,6,11.1,0.8,2.3,.326,0.6,1.2,.458,0.2,1.1,.182,0.4,0.5,.778,0.0,1.1,1.1,0.8,0.3,0.2,0.8,1.3,2.1
Sylvester Ogbonda,georgia-tech,10,0,6.5,0.6,1.8,.333,0.6,1.8,.333,0.0,0.0,,0.6,1.0,.600,0.7,1.0,1.7,0.4,0.2,0.3,0.6,1.3,1.8
Evan Jester,georgia-tech,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,.000,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0
Shaheed Medlock,georgia-tech,3,0,0.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Malachi Rice,georgia-tech,2,0,1.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Avi Schafer,georgia-tech,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0
Ky Bowman,boston-college,31,30,39.4,6.3,15.6,.404,3.8,8.8,.427,2.5,6.8,.374,3.8,5.0,.761,0.8,6.7,7.5,4.0,1.4,0.6,2.9,2.6,19.0
Nik Popovic,boston-college,28,24,29.6,5.8,11.0,.526,5.4,9.5,.570,0.4,1.5,.256,2.5,3.5,.714,2.4,4.8,7.2,1.1,0.5,0.8,2.1,2.8,14.5
Wynston Tabbs,boston-college,15,14,31.2,4.8,10.9,.439,3.6,7.2,.500,1.2,3.7,.321,3.1,3.8,.825,0.3,3.6,3.9,2.7,1.1,0.2,1.7,1.9,13.9
Jordan Chatman,boston-college,27,26,35.5,4.1,10.9,.376,2.0,4.9,.412,2.1,6.1,.348,2.9,3.5,.819,0.4,1.8,2.2,2.0,0.3,0.1,1.5,1.8,13.2
Jared Hamilton,boston-college,20,12,24.7,2.4,5.6,.429,2.2,4.2,.530,0.2,1.5,.138,1.0,1.7,.559,1.1,1.1,2.1,0.5,0.6,0.3,0.8,1.4,6.0
Jairus Hamilton,boston-college,30,8,20.8,2.0,4.9,.401,1.3,2.7,.488,0.7,2.2,.299,1.0,1.5,.644,1.1,2.9,4.0,0.8,0.3,0.2,1.7,2.0,5.6
Steffon Mitchell,boston-college,27,24,29.1,1.1,2.7,.425,1.1,2.0,.545,0.0,0.7,.056,2.3,4.0,.565,2.8,5.1,7.9,2.3,1.1,1.2,0.8,2.3,4.6
Chris Herren Jr.,boston-college,31,8,15.6,1.5,4.2,.359,0.7,1.6,.420,0.8,2.6,.321,0.3,0.6,.500,0.5,1.1,1.7,0.6,0.4,0.1,0.8,1.5,4.2
Johncarlos Reyes,boston-college,29,5,6.1,0.9,1.4,.619,0.9,1.4,.619,0.0,0.0,,0.1,0.3,.400,0.4,0.6,1.0,0.0,0.1,0.1,0.3,1.1,1.9
Vin Baker Jr.,boston-college,12,0,6.7,0.4,1.6,.263,0.3,0.5,.500,0.2,1.1,.154,0.3,0.3,1.000,0.2,0.8,1.0,0.3,0.3,0.1,0.3,0.6,1.3
Lucas Kraljevic,boston-college,22,1,6.0,0.5,1.2,.385,0.5,1.1,.417,0.0,0.1,.000,0.2,0.3,.571,0.5,0.7,1.2,0.4,0.2,0.2,0.6,1.5,1.1
Avery Wilson,boston-college,6,1,5.0,0.2,0.8,.200,0.2,0.5,.333,0.0,0.3,.000,0.0,0.3,.000,0.0,0.5,0.5,0.5,0.5,0.0,0.3,0.5,0.3
Matt DiLuccio,boston-college,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gordon Gehan,boston-college,2,1,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.5,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ervins Meznieks,boston-college,4,1,2.8,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.5,0.0,0.3,0.0,0.0
Chris Lykes,miami-fl,32,32,33.8,5.3,13.2,.406,3.4,7.2,.480,1.9,6.0,.318,3.6,4.6,.781,0.4,2.3,2.7,3.2,1.3,0.0,2.9,2.3,16.2
Anthony Lawrence Jr.,miami-fl,32,32,33.5,4.4,9.7,.453,2.8,5.1,.549,1.6,4.6,.347,2.2,2.8,.758,0.9,5.8,6.7,3.1,1.2,0.7,2.5,1.9,12.6
Zach Johnson,miami-fl,32,20,31.0,4.0,10.2,.391,2.9,6.6,.445,1.0,3.6,.289,2.8,4.3,.650,0.4,2.4,2.8,2.4,1.7,0.4,2.0,2.0,11.8
Dejan Vasiljevic,miami-fl,32,25,32.0,3.9,9.8,.401,1.4,2.8,.484,2.5,6.9,.367,1.4,1.5,.918,1.0,3.5,4.5,1.2,0.7,0.0,0.8,1.6,11.8
Ebuka Izundu,miami-fl,32,32,27.5,4.6,7.0,.653,4.6,6.9,.658,0.0,0.1,.333,1.7,2.5,.684,3.5,4.9,8.3,1.0,0.8,1.2,1.4,3.1,10.9
Sam Waardenburg,miami-fl,32,11,24.9,1.8,4.2,.418,1.2,2.5,.463,0.6,1.7,.352,1.2,1.6,.750,1.1,2.4,3.5,1.2,0.5,0.3,1.2,2.2,5.3
Anthony Mack,miami-fl,28,7,15.4,0.9,3.1,.295,0.3,0.8,.348,0.6,2.3,.277,0.1,0.1,.750,0.2,0.8,1.0,0.7,0.4,0.1,0.5,1.0,2.6
Deng Gak,miami-fl,8,1,14.6,1.0,3.0,.333,1.0,2.9,.348,0.0,0.1,.000,0.5,1.3,.400,2.0,2.1,4.1,0.6,0.1,1.1,0.4,1.9,2.5
Willie Herenton,miami-fl,15,0,2.0,0.3,0.7,.364,0.0,0.2,.000,0.3,0.5,.500,0.1,0.1,1.000,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.9
Dominic Proctor,miami-fl,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Childress,wake-forest,31,30,36.4,4.2,11.0,.383,1.8,4.5,.404,2.4,6.5,.368,3.9,4.9,.796,0.4,3.4,3.8,4.0,1.5,0.0,2.7,2.4,14.7
Jaylen Hoard,wake-forest,31,30,30.2,4.9,10.7,.458,4.5,9.0,.502,0.4,1.7,.226,2.9,4.1,.717,2.6,5.0,7.6,1.5,0.6,0.6,2.5,2.2,13.1
Chaundee Brown,wake-forest,31,29,29.0,4.2,10.2,.408,2.8,5.9,.470,1.4,4.3,.323,2.2,2.6,.840,1.7,3.3,4.9,1.2,0.7,0.2,1.5,1.8,11.9
Sharone Wright Jr,wake-forest,31,20,22.2,2.7,6.6,.410,2.1,4.6,.451,0.6,2.0,.317,1.0,1.8,.554,0.5,1.8,2.4,1.0,0.4,0.0,1.3,1.9,7.1
Isaiah Mucius,wake-forest,31,2,21.8,2.3,7.1,.320,1.6,4.5,.370,0.6,2.6,.235,1.4,2.3,.614,1.3,2.5,3.7,0.7,0.4,0.3,1.0,1.2,6.5
Olivier Sarr,wake-forest,25,16,21.7,2.2,4.6,.474,2.0,3.9,.510,0.2,0.6,.250,1.7,2.4,.705,2.3,3.2,5.5,0.5,0.4,1.0,1.5,2.9,6.2
Torry Johnson,wake-forest,26,9,21.8,1.6,4.3,.372,1.1,2.8,.389,0.5,1.6,.341,2.1,2.7,.775,0.2,1.6,1.8,1.4,0.6,0.0,1.7,2.0,5.9
Ikenna Smart,wake-forest,27,16,15.0,0.9,2.1,.429,0.9,2.1,.429,0.0,0.0,,0.4,0.6,.688,1.1,2.2,3.3,0.1,0.1,0.3,0.7,2.4,2.2
Michael Wynn,wake-forest,27,0,6.6,0.6,2.4,.246,0.3,0.9,.280,0.3,1.5,.225,0.4,0.5,.846,0.5,0.4,0.9,0.1,0.1,0.1,0.3,0.6,1.9
Sunday Okeke,wake-forest,22,1,6.5,0.3,1.1,.250,0.3,1.1,.250,0.0,0.0,,0.7,1.2,.577,1.1,1.0,2.1,0.2,0.2,0.1,0.4,2.1,1.2
Aaron Spivey,wake-forest,12,1,2.1,0.3,0.8,.333,0.2,0.3,.500,0.1,0.4,.200,0.2,0.2,1.000,0.1,0.3,0.3,0.3,0.1,0.0,0.1,0.1,0.8
Anthony Bilas,wake-forest,11,1,1.5,0.2,0.4,.500,0.1,0.2,.500,0.1,0.2,.500,0.0,0.2,.000,0.0,0.1,0.1,0.0,0.3,0.0,0.2,0.4,0.5
Jamie Lewis,wake-forest,8,0,4.4,0.1,1.1,.111,0.1,0.8,.167,0.0,0.4,.000,0.1,0.3,.500,0.1,0.5,0.6,0.3,0.0,0.0,0.6,0.5,0.4
Blake Buchanan,wake-forest,10,0,1.4,0.0,0.4,.000,0.0,0.2,.000,0.0,0.2,.000,0.2,0.2,1.000,0.4,0.2,0.6,0.1,0.0,0.0,0.1,0.0,0.2
John Mooney,notre-dame,33,33,29.6,5.2,11.3,.455,4.1,8.6,.481,1.0,2.8,.374,2.7,3.5,.769,2.9,8.3,11.2,1.3,0.9,0.8,1.3,2.0,14.1
T.J. Gibbs,notre-dame,32,32,36.1,4.3,12.4,.347,2.2,5.8,.380,2.1,6.6,.318,2.7,3.6,.757,0.4,1.5,1.9,3.4,1.2,0.1,1.2,2.0,13.4
D.J. Harvey,notre-dame,29,29,25.9,3.6,9.2,.390,2.4,5.2,.460,1.2,4.0,.299,2.3,3.1,.747,0.8,3.4,4.2,0.7,0.6,0.5,1.5,1.9,10.7
Prentiss Hubb,notre-dame,33,29,33.6,2.9,8.9,.324,1.6,3.9,.403,1.3,5.0,.262,1.1,1.6,.673,0.8,2.2,3.1,4.0,1.0,0.4,1.9,2.1,8.1
Rex Pflueger,notre-dame,10,10,30.5,2.3,5.9,.390,0.9,2.3,.391,1.4,3.6,.389,2.1,2.6,.808,0.9,3.8,4.7,4.3,1.7,0.6,1.6,1.4,8.1
Nate Laszewski,notre-dame,33,7,19.0,2.2,5.7,.392,0.9,1.8,.508,1.3,3.9,.338,1.1,1.5,.720,1.4,2.5,3.9,0.2,0.2,0.4,0.5,1.7,6.9
Dane Goodwin,notre-dame,33,9,24.5,2.1,5.6,.376,1.4,3.5,.397,0.7,2.1,.343,1.4,1.8,.770,1.2,2.1,3.2,1.1,0.4,0.2,0.8,1.2,6.4
Juwan Durham,notre-dame,27,6,15.3,2.3,3.9,.575,2.3,3.9,.575,0.0,0.0,,1.2,1.7,.696,1.4,2.5,3.9,0.4,0.4,2.3,0.7,2.1,5.7
Elijah Burns,notre-dame,4,1,11.0,1.3,2.5,.500,1.0,2.3,.444,0.3,0.3,1.000,2.5,2.8,.909,2.0,1.8,3.8,0.5,0.0,0.3,0.0,0.5,5.3
Robby Carmody,notre-dame,9,2,10.0,1.2,3.8,.324,1.1,2.6,.435,0.1,1.2,.091,1.1,1.4,.769,1.0,0.7,1.7,0.2,0.4,0.1,1.2,1.2,3.7
Nikola Djogo,notre-dame,21,6,12.5,1.0,2.3,.438,0.6,0.9,.632,0.4,1.4,.310,0.2,0.4,.625,0.4,1.8,2.1,0.8,0.4,0.1,0.4,0.8,2.7
Chris Doherty,notre-dame,11,0,3.8,0.4,0.5,.667,0.4,0.5,.667,0.0,0.0,,0.1,0.4,.250,0.4,0.5,0.9,0.1,0.1,0.1,0.2,0.8,0.8
Liam Nelligan,notre-dame,11,1,1.3,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,0.0,0.0,,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0
Xavier Johnson,pittsburgh,33,33,31.2,4.8,11.6,.415,3.7,8.4,.439,1.1,3.2,.352,4.8,6.3,.751,1.2,2.7,3.9,4.5,1.3,0.1,4.0,2.7,15.5
Jared Wilson-Frame,pittsburgh,32,17,31.3,4.3,10.6,.409,1.3,2.9,.446,3.1,7.8,.395,0.9,1.2,.769,1.2,3.8,5.0,1.4,0.5,0.3,1.2,2.3,12.7
Trey McGowens,pittsburgh,33,32,27.8,3.4,8.2,.417,2.5,5.2,.468,1.0,3.0,.327,3.8,5.0,.764,0.6,2.6,3.2,1.7,1.9,0.1,2.4,2.8,11.6
Au'Diese Toney,pittsburgh,32,28,25.2,2.5,6.9,.360,2.0,4.8,.412,0.5,2.2,.246,2.0,3.0,.663,1.9,3.7,5.6,0.5,0.7,0.1,1.1,1.9,7.5
Sidy Ndir,pittsburgh,29,5,20.2,2.1,5.2,.407,1.6,3.0,.529,0.5,2.2,.238,1.2,2.0,.614,0.5,1.6,2.1,1.9,0.8,0.4,1.2,1.3,5.9
Malik Ellison,pittsburgh,31,16,21.0,2.2,5.0,.445,2.1,4.5,.475,0.1,0.5,.188,1.3,2.4,.541,1.2,2.6,3.8,1.2,0.6,0.3,1.6,2.2,5.8
Terrell Brown,pittsburgh,33,16,19.0,2.1,4.7,.436,2.0,4.3,.455,0.1,0.4,.231,1.5,2.2,.658,1.7,2.9,4.5,0.2,0.2,1.8,1.1,2.1,5.7
Kene Chukwuka,pittsburgh,32,17,18.3,1.5,2.8,.534,1.3,2.0,.646,0.2,0.7,.217,0.8,1.1,.735,1.4,2.1,3.5,0.4,0.3,0.6,0.6,2.5,3.9
Shamiel Stevenson,pittsburgh,4,0,8.0,1.8,3.0,.583,1.5,2.8,.545,0.3,0.3,1.000,0.0,0.3,.000,0.0,1.8,1.8,0.3,0.8,0.3,0.8,0.8,3.8
Kham Davis,pittsburgh,26,0,13.0,0.7,1.9,.380,0.3,0.5,.583,0.5,1.5,.316,0.6,0.9,.696,0.2,2.0,2.2,0.3,0.7,0.2,0.5,0.8,2.5
Samson George,pittsburgh,6,0,3.7,0.5,1.0,.500,0.5,1.0,.500,0.0,0.0,,0.2,0.7,.250,0.8,0.5,1.3,0.0,0.0,0.2,0.0,1.2,1.2
Peace Ilegomah,pittsburgh,7,0,4.6,0.3,0.3,1.000,0.3,0.3,1.000,0.0,0.0,,0.3,0.7,.400,0.1,0.9,1.0,0.1,0.0,0.0,0.4,1.0,0.9
Anthony Starzynski,pittsburgh,7,0,2.1,0.3,0.7,.400,0.0,0.0,,0.3,0.7,.400,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.1,0.9
Onyebuchi Ezeakudo,pittsburgh,2,0,2.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,0.0,0.0,,0.5,0.0,0.5,1.5,0.5,0.0,0.0,0.0,0.0
Joe Mascaro,pittsburgh,3,1,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.7,0.0,0.0
Anthony Lamb,vermont,32,32,31.6,7.6,14.7,.515,6.0,10.4,.577,1.6,4.3,.365,4.5,5.9,.762,1.7,6.1,7.8,2.3,0.9,1.9,2.2,2.0,21.2
Ernie Duncan,vermont,32,32,29.6,4.4,9.3,.478,2.0,3.7,.538,2.5,5.6,.439,2.5,3.0,.832,0.2,1.5,1.7,2.0,0.7,0.3,1.5,1.9,13.8
Stef Smith,vermont,34,33,28.0,4.1,10.1,.407,2.3,5.2,.441,1.8,4.9,.371,2.3,2.9,.804,0.6,3.6,4.2,1.5,0.9,0.1,1.9,2.2,12.4
Everett Duncan,vermont,33,10,23.9,1.9,4.4,.425,0.8,1.5,.542,1.1,3.0,.367,1.4,1.5,.882,0.5,3.1,3.6,0.8,0.6,0.2,0.5,1.8,6.2
Isaiah Moll,vermont,33,2,17.5,2.2,5.6,.395,1.8,3.6,.504,0.4,2.0,.197,0.6,1.0,.559,0.7,2.3,2.9,1.0,0.4,0.1,1.4,1.0,5.4
